dom_edific,nombre_est,nomb_abrev,telefono,comunas,barrio,longitude,latitude,,,,,,,,
Baigorria 3169,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjc 01/17º),JIN A (01),4501-0529,11,VILLA DEL PARQUE,-58.4922,-34.6043,,,,,,,,
Baigorria 3169,Esc. Primaria Común N° 01 Dr. Antonio Dellepiane,EPjc 01,4501-0529,11,VILLA DEL PARQUE,-58.4922,-34.6043,,,,,,,,
Baigorria 3169,Esc. de Música N° 03,EMus 03,4501-0529,11,VILLA DEL PARQUE,-58.4922,-34.6043,,,,,,,,
Helguera 3228,Jardín de Infantes Nucleado E Juana Manso (EPCjs 02/17º),JIN E (02),4501-2716,11,VILLA DEL PARQUE,-58.4949,-34.5996,,,,,,,,
Helguera 3228,Esc. Primaria Común N° 02 Prof. Juan José Millan,EPjs 02,4501-2716,11,VILLA DEL PARQUE,-58.4949,-34.5996,,,,,,,,
Argerich 2849,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjc 03/17º),JIN A (03),4501-3609,11,VILLA DEL PARQUE,-58.4895,-34.6035,,,,,,,,
Argerich 2849,Esc. Primaria Común N° 03 Policía Federal Argentina,EPjc 03,4501-3609,11,VILLA DEL PARQUE,-58.4895,-34.6035,,,,,,,,
Avda. Francisco Beiró 4548,Jardín de Infantes Nucleado D Victoria Ocampo (EPCjc 04/17º) [Sede],JIN D (04) (s),4501-7100,11,VILLA DEVOTO,-58.5147,-34.6078,,,,,,,,
Avda. Francisco Beiró 4548,Esc. Primaria Común N° 04 Rafael Ruiz de los Llanos,EPjc 04,4501-5935,11,VILLA DEVOTO,-58.5147,-34.6078,,,,,,,,
Avda. Francisco Beiró 4548,Esc. Primaria p/Adultos Nº 04 Rafael Ruiz de los Llanos,EPA 04,4501-7100,11,VILLA DEVOTO,-58.5147,-34.6078,,,,,,,,
Nogoyá 2557,Jardín de Infantes Nucleado E Juana Manso (EPCjc 05/17º),JIN E (05),4501-1166,11,VILLA DEL PARQUE,-58.4858,-34.5992,,,,,,,,
Nogoyá 2557,Esc. Primaria Común N° 05 Cap. Juan de San Martín y Gómez,EPjc 05,4501-1166,11,VILLA DEL PARQUE,-58.4858,-34.5992,,,,,,,,
Cnel. Pedro Calderón de la Barca 3073,Jardín de Infantes Nucleado C Lola Mora (EPCjs 06/17º),JIN C (06),4568-9085,11,VILLA DEVOTO,-58.5224,-34.6136,,,,,,,,
Cnel. Pedro Calderón de la Barca 3073,Esc. Primaria Común N° 06 Estado de Israel,EPjs 06,4568-9085,11,VILLA DEVOTO,-58.5224,-34.6136,,,,,,,,
Juan Agustín García 2755,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjc 07/17º),JIN A (07),4581-6082,11,VILLA SANTA RITA,-58.4805,-34.6093,,,,,,,,
Juan Agustín García 2755,Esc. Primaria Común N° 07 República de México,EPjc 07,4581-6082,11,VILLA SANTA RITA,-58.4805,-34.6093,,,,,,,,
Juan Agustín García 2755,Esc. Primaria p/Adultos Nº 07 República de Mexico,EPA 07,4581-6082,11,VILLA SANTA RITA,-58.4805,-34.6093,,,,,,,,
Emilio Lamarca 3379,Jardín de Infantes Nucleado E Juana Manso (EPCjs 08/17º),JIN E (08),4501-6322,11,VILLA DEL PARQUE,-58.5032,-34.6011,,,,,,,,
Emilio Lamarca 3379,Esc. Primaria Común Nº 08 Alte. Manuel Blanco Encalada,EPjc 08,4501-6322,11,VILLA DEL PARQUE,-58.5032,-34.6011,,,,,,,,
Benito Juárez 2702,Jardín de Infantes Nucleado D Victoria Ocampo (EPCjs 09/17º),JIN D (09),4566-5170,11,VILLA DEVOTO,-58.5099,-34.6145,,,,,,,,
Benito Juárez 2702,Esc. Primaria Común Nº 09 Benito Juarez,EPjs 09,4566-5170,11,VILLA DEVOTO,-58.5099,-34.6145,,,,,,,,
Helguera 2435,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjs 10/17º) [Sede],JIN A (10) (s),4503-5314,11,VILLA DEL PARQUE,-58.4888,-34.6067,,,,,,,,
Helguera 2435,Esc. Primaria Común Nº 10 Jose Ernesto Galloni,EPjs 10,4501-7636,11,VILLA DEL PARQUE,-58.4888,-34.6067,,,,,,,,
Cortina 2449,Jardín de Infantes Nucleado C Lola Mora (EPCjs 13/17º),JIN C (13),4641-0514,10,VILLA REAL,-58.5263,-34.6192,,,,,,,,
Cortina 2449,Esc. Primaria Común Nº 13 Prefectura Naval Argentina,EPjs 13,4641-0514,10,VILLA REAL,-58.5263,-34.6192,,,,,,,,
Avda. Eva Perón 6336,CENOF Centro Popular Mataderos,CENOF Mataderos,15-4558-4416 4686-2038,8,VILLA LUGANO,-58.4924,-34.6669,,,,,,,,
Carhué 2970,Centro de Formación Profesional N° 04 (sede),CFP 04 (s),4686-2196 fax,9,MATADEROS,-58.5002,-34.669,,,,,,,,
Avda. Piedra Buena 3100 y Avda. Eva Perón,Jardín de Infantes Integral Nº 03/20º,JII 03/20,4687-0574,8,VILLA LUGANO,-58.4957,-34.6704,,,,,,,,
Goleta Santa Cruz 6999,Esc. de Recuperación Nº 20 Dra. Alicia Moreau de Justo,ER 20,4601-5838,8,VILLA LUGANO,-58.4938,-34.6798,,,,,,,,
Luis Herrera 3034 y Zuviría, Villa 15, e/Zuviría y Luis Herrera - Casa 117,Jardín Maternal Nº 05/20º (sede),Dir de Educación Inicial,20,-58.4893,-34.6715,,,,,,,,
Pilar y Bragado,Escuela Infantil N° 06/20° Juan Francisco Salaberry,EI 06/20,4687-1510,9,MATADEROS,-58.5062,-34.656,,,,,,,,
Cañada de Gómez 3850,Esc. de Educacion Media N° 02/20°,EEM 02/20,4602-5172,8,VILLA LUGANO,-58.4864,-34.6761,,,,,,,,
Cnel. Ramón L. Falcón 6863,Centro Educativo de Nivel Secundario N° 05 (anexo 1),CENS 05 a1 SEC,4641-9299,9,LINIERS,-58.5231,-34.6401,,,,,,,,
Cnel. Ramón L. Falcón 6863,Centro de Formación Profesional N° 10 - Raul Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),4641-9299,9,LINIERS,-58.5231,-34.6401,,,,,,,,
Cnel. Ramón L. Falcón 6863,Centro de Alfabetización, Educación Básica y Trabajo N° 45 SEC,CAEByT 45,Dir de Educación del Adulto y del Adolescente,20,-58.5231,-34.6401,,,,,,,,
Dr. Juan Felipe Aranguren 2400,CENOF Centro Aranguren,CENOF Aranguren,4613-2865,7,FLORES,-58.4649,-34.6232,,,,,,,,
Avda. Emilio Castro 6603,Centro de Formación Profesional N° 10 - Raul Scalabrini Ortiz (anexo) - SEC,CFP 10 SEC (a),,9,LINIERS,-58.5138,-34.651,,,,,,,,
Avda. Emilio Castro 7680,Centro de Formación Profesional N° 11 (anexo) - SAME,CFP 11 SAME (a),4687-6909,9,MATADEROS,-58.5245,-34.6564,,,,,,,,
Avda. Piedra Buena 3140,Centro Educativo de Nivel Primario N°55 - CeSAC Nº 05,CENP 55,4672-2684,8,VILLA LUGANO,-58.4945,-34.671,,,,,,,,
Martiniano Leguizamón 2974,Centro de Alfabetización, Educación Básica y Trabajo N° 48 Conviven,CAEByT 48,Dir de Educación del Adulto y del Adolescente,20,-58.491,-34.6665,,,,,,,,
Cafayate 5115,Jardín de Infantes Nucleado B (EPCjc 01/21º) [Sede],JIN B (01) (s),4604-0593,8,VILLA LUGANO,-58.4674,-34.686,,,,,,,,
Cafayate 5115,Esc. Primaria Común N° 01 Concejal Alberto Salvatori,EPjc 01,4605-0682,8,VILLA LUGANO,-58.4674,-34.686,,,,,,,,
Cafayate 5115,Centro Educativo de Nivel Secundario N° 67,CENS 67,4605-0682,8,VILLA LUGANO,-58.4674,-34.686,,,,,,,,
Avda. Larrazábal 4051,Jardín de Infantes Nucleado A (EPCjs 03/21º),JIN A (03),4601-0769,8,VILLA LUGANO,-58.4722,-34.6765,,,,,,,,
Marcelo T. de Alvear 1840,Centro Educativo de Nivel Secundario N° 63,CENS 63 Justicia,4951-1525 4815-0050,2,RECOLETA,-58.3938,-34.5974,,,,,,,,
Pieres 258,Centro Educativo de Nivel Secundario N° 64,CENS 64 Seguro,4328-6354 int 109,9,LINIERS,-58.5148,-34.6427,,,,,,,,
Suipacha 137,Instituto de Formación Técnica Superior Nº 01 (sede),IFTS 01 (s),4328-6354 Int. 105,1,SAN NICOLAS,-58.3792,-34.6067,,,,,,,,
Mercedes 4002,Centro Educativo de Nivel Secundario N° 65,CENS 65,4508-3888 5950-8921,11,VILLA DEVOTO,-58.5127,-34.6006,,,,,,,,
Avda. Corrientes 1530, 6° piso,Centro Educativo de Nivel Primario N°02,CENP 2,1,1,-58.3885,-34.6043,,,,,,,,
Viamonte 872,Instituto de Formación Técnica Superior Nº 17,IFTS 17 Rentas,4323-8862,1,SAN NICOLAS,-58.379,-34.6004,,,,,,,,
Avda. San Juan 803,Centro de Alfabetización, Educación Básica y Trabajo N° 79 Asamblea Popular Plaza Dorrego,CAEByT 79,Dir de Educación del Adulto y del Adolescente,3,-58.3775,-34.6219,,,,,,,,
Avda. Cnel. Roca y Mariano Acosta,Centro de Alfabetización, Educación Básica y Trabajo N° 53,CAEByT 53,Dir de Educación del Adulto y del Adolescente,19,-58.4418,-34.6669,,,,,,,,
Fonrouge 711,Curso Vocacional de Folklore Nº 08,CV Folk 08,,9,LINIERS,-58.5075,-34.6458,,,,,,,,
Avda. Corrientes 718,CENOF Centro SIPAM,CENOF SIPAM,4325-3645,1,SAN NICOLAS,-58.3771,-34.6036,,,,,,,,
Calle 12 s/n,Manzana 27, Bo YPF,Villa 31 Casa 12 Manzana 27 - Barrio YPF,PAEByT (Prog de Alfabetización, Educ Básica y Trabajo para Jóvenes y Adultos),-58.3849,-34.5787,HTAL. J.A.FERNANDEZ,107195,105605,,,,,
Avda. Angel Gallardo 250,Curso Vocacional de Danza y Expresión Corporal Infantil Nº 02,CV Dan Inf 02,4863-2923,6,CABALLITO,-58.4357,-34.604,,,,,,,,
Deán Funes 1821,Esc. Normal Superior Nº 11 Dr. Ricardo Levene,ENS 11 R Levene,4941-0186 4943-5057,4,PARQUE PATRICIOS,-58.4049,-34.6321,,,,,,,,
Carlos Calvo 3176,Esc. de Educ. Espec. Nº 09 Dr. Luis R. Mac Kay,EEE 09,4931-7167,3,SAN CRISTOBAL,-58.4103,-34.6228,,,,,,,,
Dr. Juan Felipe Aranguren 2400,Esc. Primaria Común Nº 15 Cnel. C. T. Sourigues,EPjc 15,4613-2865,7,FLORES,-58.4649,-34.6232,,,,,,,,
Muñiz 2147,Jardín de Infantes Nucleado C (EPCjs 20/08º),JIN C (20),4922-2612,5,BOEDO,-58.4226,-34.6395,,,,,,,,
Bahía Blanca 1551,Jardín de Infantes Nucleado C (EPCjc 16/12º) [Sede],JIN C (16) (s),4639-6818,10,FLORESTA,-58.4909,-34.6196,,,,,,,,
Bahía Blanca 1551,Esc. Primaria Común Nº 16 Ernesto Alejandro Bavio,EPjc 16,4566-7411,10,FLORESTA,-58.4909,-34.6196,,,,,,,,
Alejandro Magariños Cervantes 2865,Jardín de Infantes Nucleado C (EPCjs 17/12º),JIN C (17),4581-3836,11,VILLA SANTA RITA,-58.4794,-34.613,,,,,,,,
Alejandro Magariños Cervantes 2865,Esc. Primaria Común Nº 17 Casilda Igarzabal de Rodriguez Peña,EPjs 17,4581-3836,11,VILLA SANTA RITA,-58.4794,-34.613,,,,,,,,
Alejandro Magariños Cervantes 2865,Centro Educativo Complementario de Idiomas Extranjeros Nº 23,CECIE 23,4581-3836,11,VILLA SANTA RITA,-58.4794,-34.613,,,,,,,,
Fray Cayetano Rodríguez 95,Jardín de Infantes Nucleado A (EPCjc 19/12º),JIN A (19),4611-4442,7,FLORES,-58.463,-34.6278,,,,,,,,
Martínez Castro 3061,Centro de Alfabetización, Educación Básica y Trabajo N° 06,CAEByT 06,Dir de Educación del Adulto y del Adolescente,19,-58.449,-34.6623,,,,,,,,
Echeandía 5650,Esc. Primaria Común Nº 22 Santa Maria de los Buenos Aires,EPjs 22,4601-2427,8,VILLA LUGANO,-58.4856,-34.6668,,,,,,,,
Echeandía 5650,Esc. Primaria p/Adultos Nº 22 Santa Maria de los Buenos Aires,EPA 22,4601-2427,8,VILLA LUGANO,-58.4856,-34.6668,,,,,,,,
Avda. Bruix 4620,Jardín de Infantes Nucleado D (EPCjc 24/13º),JIN D (24),4683-6619,9,PARQUE AVELLANEDA,-58.4905,-34.6463,,,,,,,,
Avda. Bruix 4620,Esc. Primaria Común Nº 24 Sara de Elia de Gimenez,EPjc 24,4683-6619,9,PARQUE AVELLANEDA,-58.4905,-34.6463,,,,,,,,
Avda. Bruix 4620,Centro Educativo Complementario de Idiomas Extranjeros Nº 13 Martin Luther King,CECIE 13,4683-6619,9,PARQUE AVELLANEDA,-58.4905,-34.6463,,,,,,,,
Acassuso 5860,Esc. de Comercio Nº 32 José Leon Suarez (sede),EC 32 (s),4641-1817/5055,9,LINIERS,-58.5086,-34.6441,,,,,,,,
Murguiondo 1568,Liceo Nº 08 Esteban Echeverria,Lic 08,4687-0160/2400,9,MATADEROS,-58.5051,-34.6531,,,,,,,,
Pío Collivadino 436,Esc. Técnica Nº 08 Paula Albarracin de Sarmiento,ET 08,4671-7391 4674-0114,9,PARQUE AVELLANEDA,-58.4834,-34.6403,,,,,,,,
Lacarra 535,Esc. Técnica Nº 17 Brig. Gral. Cornelio Saavedra,ET 17,4671-1498/9106,9,PARQUE AVELLANEDA,-58.4817,-34.6401,,,,,,,,
Padilla 1051,Centro de Actividades Infantiles y Juveniles Club Villa Crespo,CAIyJ Villa Crespo,,15,VILLA CRESPO,-58.4461,-34.5967,,,,,,,,
Lacarra 621,Esc. Técnica Nº 23 Casal Calviño,ET 23,4671-1010/9404,9,PARQUE AVELLANEDA,-58.481,-34.6407,,,,,,,,
Avda. Juan Bautista Alberdi 4754,Esc. de Bellas Artes Rogelio Yrurtia,EBArt R Yrurtia,4683-5185,9,PARQUE AVELLANEDA,-58.4929,-34.644,,,,,,,,
Condarco 1129,Curso Vocacional de Folklore Nº 14,CV Folk 14,4581-7054,11,VILLA GRAL. MITRE,-58.4715,-34.6189,,,,,,,,
Avda. Tte. Gral. Dellepiane y Avda. Escalada,Esc. de Comercio Nº 06 América,EC 06,4602-4208 4601-3564,8,VILLA LUGANO,-58.4713,-34.6633,,,,,,,,
Avda. Tte. Gral. Dellepiane y Avda. Escalada,Esc. de Educacion Media N° 01/13° Manuel Mujica Lainez,EEM 01/13,4601-3564 4602-4208,8,VILLA LUGANO,-58.4713,-34.6633,,,,,,,,
White 2247,Centro Educativo de Nivel Primario N° 43 - Virgen Caacupé,CENP 43,4672-2684,9,PARQUE AVELLANEDA,-58.4736,-34.6583,,,,,,,,
Otero 271,Jardín de Infantes Nucleado B (EPCjc 01/14º),JIN B (01),,15,CHACARITA,-58.4527,-34.5926,,,,,,,,
Otero 271,Esc. Primaria Común N° 01 Rubén Darío,EPjc 01,4854-6666,15,CHACARITA,-58.4527,-34.5926,,,,,,,,
Avda. Rivadavia 4950,Liceo Nº 02 Amancio Alcorta,Lic 02,4901-5425 4902-5388,6,CABALLITO,-58.4353,-34.618,,,,,,,,
Roseti 1450,Esc. Primaria Común N° 02 Gral. Mariano Acha,EPjc 02,4551-0157,15,VILLA ORTUZAR,-58.4626,-34.582,,,,,,,,
Vallejos 2555,Curso Vocacional de Folklore Nº 12,CV Folk 12,4642-5646,12,VILLA PUEYRREDON,-58.4969,-34.5852,,,,,,,,
Girardot 1946,Esc. Primaria Común N° 03 Ing. Alvarez Condarco,EPjc 03,4521-5831,15,VILLA ORTUZAR,-58.4713,-34.5852,,,,,,,,
14 de Julio 546,Esc. Primaria Común N° 04 Gral. Juan Antonio Lavalleja,EPjc 04,4552-5478,15,VILLA ORTUZAR,-58.4637,-34.5873,,,,,,,,
Combatientes de Malvinas 3234,Jardín de Infantes Nucleado C (EPCjs 05/14º),JIN C (05),4521-5876,15,PARQUE CHAS,-58.4735,-34.583,,,,,,,,
Combatientes de Malvinas 3234,Esc. Primaria Común N° 05 Enrique de Vedia,EPjs 05,4521-5876,15,PARQUE CHAS,-58.4735,-34.583,,,,,,,,
Combatientes de Malvinas 3234,Centro Educativo Complementario de Idiomas Extranjeros Nº 24,CECIE 24,4521-5876,15,PARQUE CHAS,-58.4735,-34.583,,,,,,,,
Avda. Jorge Newbery 4436,Esc. Primaria Común Nº 08 Carmen Catren de Mendez Casariego,EPjc 08,4854-7577,15,CHACARITA,-58.4543,-34.5923,,,,,,,,
Espinosa 2547,Esc. Primaria Común Nº 10 Republica del Ecuador,EPjc 10,4581-4209,15,PATERNAL,-58.4678,-34.6008,,,,,,,,
Espinosa 2547,Centro Educativo Complementario de Idiomas Extranjeros Nº 14,CECIE 14,4581-4209,15,PATERNAL,-58.4678,-34.6008,,,,,,,,
Casafoust 761,Jardín de Infantes Nucleado A (EPCjc 11/14º),JIN A (11),4581-2265,15,VILLA CRESPO,-58.4565,-34.5998,,,,,,,,
Casafoust 761,Esc. Primaria Común Nº 11 Dr. Enrique Mosca,EPjc 11,4581-2265,15,VILLA CRESPO,-58.4565,-34.5998,,,,,,,,
Letonia (ex Paseo Estados Unidos del Brasil) y Avda. Antártida Argentina,Escuela Infantil N° 05/01°,EI 05/01,4313-0103,1,RETIRO,-58.3706,-34.588,,,,,,,,
Libertad 1257,Colegio Nº 02 Domingo Faustino Sarmiento,Col 02,4812-1518,1,RETIRO,-58.3843,-34.5935,,,,,,,,
Avda. Callao 628,Esc. de Comercio Nº 02 Dr. Antonio Bermejo,EC 02,4812-5739 4811-3743,3,BALVANERA,-58.3928,-34.6017,,,,,,,,
Avda. del Libertador 238,Esc. Técnica Nº 12 Libertador Gral. Jose de San Martin,ET 12,4328-4433/9421,1,RETIRO,-58.3773,-34.5919,,,,,,,,
Avda. Larrazábal 4051,Esc. Primaria Común N° 03 Cristóbal Colón,EPjs 03,4601-0769,8,VILLA LUGANO,-58.4722,-34.6765,,,,,,,,
Avda. Larrazábal 4051,Esc. Primaria p/Adultos Nº 03 Cristobal Colon,EPA 03,4601-0769,8,VILLA LUGANO,-58.4722,-34.6765,,,,,,,,
Avda. Riestra 5030,Jardín de Infantes Nucleado A (EPCjs 04/21º) (Sede),JIN A (04) (s),4601-0067,8,VILLA LUGANO,-58.4693,-34.6719,,,,,,,,
Avda. Riestra 5030,Esc. Primaria Común N° 04 Provincia de Tucumán,EPjs 04,4601-0067,8,VILLA LUGANO,-58.4693,-34.6719,,,,,,,,
Avda. Riestra 5030,Esc. de Educacion Media N° 04/21°,EEM 04/21,4601-0067,8,VILLA LUGANO,-58.4693,-34.6719,,,,,,,,
Avda. Larrazábal 4520,Jardín de Infantes Integral Nº 06/21º,JII 06/21,4605-5643,8,VILLA LUGANO,-58.4656,-34.6801,,,,,,,,
Avda. Larrazábal 4520,Esc. Primaria Común N° 05 Armada Argentina,EPjc 05,4605-1524,8,VILLA LUGANO,-58.4656,-34.6801,,,,,,,,
Avda. Larrazábal 4520,Centro Educativo Complementario de Idiomas Extranjeros Nº 21,CECIE 21,4601-1524,8,VILLA LUGANO,-58.4656,-34.6801,,,,,,,,
Avda. Larrazábal 4520,Esc. Primaria p/Adultos Nº 05 Armada Argentina,EPA 05,4605-1524,8,VILLA LUGANO,-58.4656,-34.6801,,,,,,,,
Nicolás Descalzi 5425,Jardín de Infantes Integral Nº 02/21º,JII 02/21,4602-8794 4605-8794,8,VILLA LUGANO,-58.4637,-34.6825,,,,,,,,
Nicolás Descalzi 5425,Esc. Primaria Común N° 06 República de la India,EPjc 06,4605-4688/4683,8,VILLA LUGANO,-58.4637,-34.6825,,,,,,,,
Nicolás Descalzi 5425,Curso Vocacional de Danza y Expresión Corporal Infantil Nº 06,CV Dan Inf 06,4602-8794,8,VILLA LUGANO,-58.4637,-34.6825,,,,,,,,
Avda. Corrientes 4261,Esc. Normal Superior Nº 07 José María Torres,ENS 07 J M Torres,4863-3808/3839,5,ALMAGRO,-58.425,-34.6026,,,,,,,,
José Antonio Cabrera 4078,Esc. de Recuperación Nº 02,ER 02,4863-8126,14,PALERMO,-58.424,-34.5964,,,,,,,,
Guardia Vieja 3950,Escuela Infantil N° 02/02º Pampita,EI 02/02,4861-6584,5,ALMAGRO,-58.4199,-34.6009,,,,,,,,
Sarmiento 4041,Centro de Actividades Infantiles y Juveniles Club Almagro,CAIyJ Almagro,4862-7991,5,ALMAGRO,-58.4218,-34.6047,,,,,,,,
Bulnes 45,Esc. de Cerámica Nº 01,ECer 01,4863-3844 4866-2784,5,ALMAGRO,-58.4184,-34.6104,,,,,,,,
Lezica 3955,Centro Educativo de Nivel Secundario N° 20,CENS 20,4982-3804,5,ALMAGRO,-58.4223,-34.6109,,,,,,,,
Lezica 3955,Escuela de la Joya,Esc Joya,4982-3804/3698,5,ALMAGRO,-58.4223,-34.6109,,,,,,,,
Nicolás Granada 1660,Centro Educativo de Nivel Primario N° 03,CENP 3,4672-2684,15,PATERNAL,-58.4621,-34.6031,,,,,,,,
Avda. Corrientes 4261,Esc. de Comercio Nº 08 Patricias Argentinas,EC 08,4863-3808/3839,5,ALMAGRO,-58.425,-34.6026,,,,,,,,
Avda. Corrientes 4261,Esc. de Comercio Nº 25 Santiago de Liniers,EC 25,4863-3808/3839 4862-0036,5,ALMAGRO,-58.425,-34.6026,,,,,,,,
Gallo 1340,Jardín Maternal Nº 03/02º,JM 03/02,4961-9443,2,RECOLETA,-58.4109,-34.5947,,,,,,,,
Avda. Pueyrredón 860,Centro de Formación Profesional N° 18 - CCA,CFP 18 CCA,4961-4020  4962-0367,3,BALVANERA,-58.4045,-34.6003,,,,,,,,
Gral. Urquiza 2159,Esc. de Educ. Espec. para la Form. Laboral Nº 36 Dr. Aurelio Martínez,EEE-p-FL 36,4911-3236,4,PARQUE PATRICIOS,-58.4079,-34.6359,,,,,,,,
Inclán 3146,Esc. de Recuperación Nº 06,ER 06,4911-7750,4,PARQUE PATRICIOS,-58.4089,-34.6311,,,,,,,,
Maza 851,Centro de Formación Profesional N° 08 (sede),CFP 08 (s),fax 4957-0186,5,BOEDO,-58.4151,-34.6216,,,,,,,,
Venezuela 3259,CENOF Centro Venezuela,CENOF Venezuela,15-5118-7492 4861-1869,3,BALVANERA,-58.412,-34.6165,,,,,,,,
Deán Funes 1360,Centro de Actividades Infantiles y Juveniles Club San Cristóbal,CAIyJ San Cristóbal,4308-3949 / 4308-3949,3,SAN CRISTOBAL,-58.4054,-34.6265,,,,,,,,
Uriburu 876,Instituto de Formación Técnica Superior Nº 26,IFTS 26,4931-9843,3,SAN CRISTOBAL,-58.4099,-34.6211,,,,,,,,
Avda. La Plata 1038,Jardín de Infantes Nucleado B (EPCjs 06/08º) [Sede],JIN B (06) (s),4924-9527,5,BOEDO,-58.4265,-34.6275,,,,,,,,
Avda. La Plata 1038,Esc. Primaria Común N° 06 San José de Calasanz,EPjs 06,4922-0697,5,BOEDO,-58.4265,-34.6275,,,,,,,,
Avda. La Plata 1038,Esc. Primaria p/Adultos Nº 06 San Jose de Calasanz,EPA 06,4922-0697,5,BOEDO,-58.4265,-34.6275,,,,,,,,
Don Bosco 4200,CENOF Centro Don Bosco,CENOF Don Bosco,4981-6615,5,ALMAGRO,-58.4246,-34.614,,,,,,,,
Estrada 627,Esc. Primaria Común Nº 17 Prof. Raul L. Bernardelli,EPjc 17,4923-8717,7,PARQUE CHACABUCO,-58.4339,-34.6315,,,,,,,,
Estrada 627,Centro Educativo de Nivel Secundario N° 22,CENS 22,4923-4717,7,PARQUE CHACABUCO,-58.4339,-34.6315,,,,,,,,
Muñiz 2147,Esc. Primaria Común Nº 20 Eloy Fernandez Alonso,EPjs 20,4922-2612,5,BOEDO,-58.4226,-34.6395,,,,,,,,
Beauchef 1869,Jardín de Infantes Nucleado C (EPCjs 21/08º),JIN C (21),4921-2541,7,PARQUE CHACABUCO,-58.4306,-34.6388,,,,,,,,
Beauchef 1869,Esc. Primaria Común Nº 21 Juan Jose Paso,EPjs 21,4921-2541,7,PARQUE CHACABUCO,-58.4306,-34.6388,,,,,,,,
Salas 565,Esc. Primaria Común Nº 22 Antonio Abraham Zinny,EPjc 22,4923-6454,7,PARQUE CHACABUCO,-58.4344,-34.6323,,,,,,,,
Salas 565,Centro Educativo Complementario de Educación Plástica Nº 08,CEC Plástica 08,4923-6454,7,PARQUE CHACABUCO,-58.4344,-34.6323,,,,,,,,
Salas 565,Centro Educativo Complementario de Idiomas Extranjeros Nº 08,CECIE 08,4923-6454,7,PARQUE CHACABUCO,-58.4344,-34.6323,,,,,,,,
Cachimayo 1735,Esc. Primaria Común Nº 23 Canada,EPjs 23,4921-0398,7,PARQUE CHACABUCO,-58.4359,-34.6391,,,,,,,,
Saraza 470,Jardín de Infantes Nucleado C (EPCjc 24/08º) [Sede],JIN C (24) (s),4924-2806,7,PARQUE CHACABUCO,-58.4253,-34.6371,,,,,,,,
Saraza 470,Esc. Primaria Común Nº 24 Dr. Florian Oliver,EPjc 24,4921-5637,7,PARQUE CHACABUCO,-58.4253,-34.6371,,,,,,,,
Saraza 470,Centro Educativo de Nivel Secundario N° 05 (anexo 2),CENS 05 a2,4921-5637 4924-2806,7,PARQUE CHACABUCO,-58.4253,-34.6371,,,,,,,,
Saraza 470,Centro de Alfabetización, Educación Básica y Trabajo N° 36,CAEByT 36,Dir de Educación del Adulto y del Adolescente,8,-58.4253,-34.6371,,,,,,,,
Saraza 470,CENOF Centro Saraza,CENOF Saraza,4921-5637,7,PARQUE CHACABUCO,-58.4253,-34.6371,,,,,,,,
Víctor Martínez 1780,Escuela Infantil N° 04/08°,EI 04/08,4921-4625/4902-1606,7,PARQUE CHACABUCO,-58.4386,-34.6402,,,,,,,,
Quito 4045,Colegio Nº 10 José de San Martín,Col 10,4981-2450/1227/1429,5,ALMAGRO,-58.4236,-34.6168,,,,,,,,
Quito 4045,Bachillerato con Orientación Artística N° 01 Antonio Berni,BOA 01 A Berni,4981-1429/1227,5,ALMAGRO,-58.4236,-34.6168,,,,,,,,
Carlos Spegazzini 450,Instituto de Formación Técnica Superior Nº 21,IFTS 21 SUTECBA,4983-7451,5,ALMAGRO,-58.4263,-34.6187,,,,,,,,
Muñiz 15,Centro Educativo de Nivel Primario N° 31 - Hosp. de Odontología Dr. Jose Dueñas,CENP 31,4983-6677,5,ALMAGRO,-58.4276,-34.6147,,,,,,,,
Avda. Independencia 4224 / 4264,Centro Educativo de Nivel Primario N° 32 - Asociación Vecinal Florentino Ameghino,CENP 32,,5,BOEDO,-58.4255,-34.6219,,,,,,,,
Puán 480,Centro Educativo de Nivel Primario N° 33,CENP 33,4672-2684,6,CABALLITO,-58.4465,-34.6283,,,,,,,,
Costa Rica 4942,Jardín de Infantes Nucleado C (EPCjc 01/09º),JIN C (01),4831-8956,14,PALERMO,-58.4297,-34.5865,,,,,,,,
Costa Rica 4942,Esc. Primaria Común N° 01 República de Cuba,EPjc 01,4831-8956,14,PALERMO,-58.4297,-34.5865,,,,,,,,
Gurruchaga 739,Esc. Primaria Común N° 02 Australia,EPjc 02,4776-0364,15,VILLA CRESPO,-58.4386,-34.5955,,,,,,,,
Zapata 449,Jardín de Infantes Nucleado B (EPCjc 03/09º),JIN B (03),4771-0943,13,COLEGIALES,-58.4422,-34.5726,,,,,,,,
Avda. Manuel R. Trelles 2750,Centro de Alfabetización, Educación Básica y Trabajo N° 39 Centro Comunitario,CAEByT 39,Dir de Educación del Adulto y del Adolescente,14,-58.4661,-34.5972,,,,,,,,
Bulnes 1131,Instituto de Formación Técnica Superior Nº 25,IFTS 25 UPSRA,4865-7097,5,ALMAGRO,-58.4173,-34.5985,,,,,,,,
